date,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
10/31/2017,gun,22,Male,Black,Arlington,TX,FALSE,attack,Not fleeing,FALSE
2/21/2018,undetermined,22,Male,Black,Stratford,TX,FALSE,undetermined,,FALSE
1/5/2015,gun,22,Male,Hispanic,Chandler,AZ,FALSE,attack,Car,FALSE
8/12/2016,undetermined,22,Male,Hispanic,Mesa,AZ,FALSE,other,Car,FALSE
8/19/2016,gun,22,Male,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
9/10/2017,gun,22,Male,Hispanic,Youngtown,AZ,FALSE,attack,Not fleeing,FALSE
3/17/2015,unarmed,22,Male,Hispanic,Sacramento,CA,FALSE,undetermined,Car,FALSE
8/9/2015,meat cleaver,22,Male,Hispanic,San Jose,CA,FALSE,attack,Foot,FALSE
10/17/2015,toy weapon,22,Male,Hispanic,Modesto,CA,FALSE,attack,Not fleeing,FALSE
2/9/2016,unarmed,22,Male,Hispanic,Anaheim,CA,FALSE,undetermined,Not fleeing,TRUE
6/14/2016,undetermined,22,Male,Hispanic,Chula Vista,CA,FALSE,attack,Not fleeing,FALSE
11/13/2016,gun,22,Male,Hispanic,San Diego,CA,FALSE,attack,Not fleeing,TRUE
7/21/2017,knife,22,Male,Hispanic,Santa Ana,CA,FALSE,other,Not fleeing,FALSE
8/31/2017,gun,22,Male,Hispanic,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE
11/15/2017,gun,22,Male,Hispanic,Van Nuys,CA,FALSE,attack,Car,FALSE
11/26/2017,knife,22,Male,Hispanic,Covina,CA,FALSE,undetermined,Not fleeing,FALSE
8/25/2015,gun,22,Male,Hispanic,Miami,FL,FALSE,attack,Not fleeing,FALSE
6/11/2015,knife,22,Male,Hispanic,Hackensack,NJ,TRUE,other,Not fleeing,FALSE
4/11/2016,gun,22,Male,Hispanic,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE
4/30/2015,metal object,22,Male,Hispanic,El Paso,TX,FALSE,other,Not fleeing,FALSE
5/21/2015,gun,22,Male,Hispanic,El Paso,TX,TRUE,undetermined,Not fleeing,FALSE
3/1/2016,gun,22,Male,Hispanic,Euless,TX,TRUE,attack,Not fleeing,FALSE
9/17/2016,knife,22,Male,Other,St. Cloud,MN,FALSE,attack,Not fleeing,FALSE
2/3/2016,gun,22,Male,Unknown,Rosebud,SD,FALSE,attack,Not fleeing,TRUE
4/5/2017,vehicle,22,Male,White,Little Rock,AR,FALSE,other,,FALSE
2/16/2017,gun,22,Male,White,Douglas City,CA,FALSE,other,Not fleeing,FALSE
2/26/2018,machete,22,Male,White,Los Angeles,CA,TRUE,other,Not fleeing,TRUE
7/18/2015,knife,22,Male,White,Fort Collins,CO,TRUE,attack,Not fleeing,FALSE
7/27/2015,knife,22,Male,White,Boulder,CO,FALSE,other,Not fleeing,FALSE
4/9/2015,sword,22,Male,White,Navarre,FL,FALSE,attack,Not fleeing,FALSE
9/20/2016,gun,22,Male,White,Port St. Lucie,FL,TRUE,attack,Not fleeing,FALSE
2/7/2018,vehicle,22,Male,White,Lantana,FL,FALSE,attack,Car,FALSE
9/2/2016,glass shard,22,Male,White,Round Lake,IL,FALSE,other,Not fleeing,FALSE
6/23/2015,knife,22,Male,White,Hutchinson,KS,FALSE,attack,Not fleeing,FALSE
10/12/2016,gun,22,Male,White,Morehead,KY,FALSE,attack,Not fleeing,FALSE
12/2/2016,crowbar,22,Male,White,Simpsonsville,KY,FALSE,other,Not fleeing,FALSE
8/29/2017,gun,22,Male,White,Lincoln Parish,LA,FALSE,attack,Not fleeing,FALSE
10/2/2017,gun,22,Male,White,West Ouachita,LA,FALSE,other,Foot,FALSE
1/24/2017,unarmed,22,Male,White,Sugar Creek,MO,FALSE,other,Car,FALSE
11/10/2015,gun,22,Male,White,Dillon,MT,FALSE,attack,Not fleeing,FALSE
11/29/2015,gun,22,Male,White,Celina,OH,FALSE,attack,Not fleeing,FALSE
12/18/2015,gun,22,Female,White,Northwood,OH,FALSE,attack,Other,FALSE
2/22/2016,toy weapon,22,Male,White,Fairborn,OH,FALSE,other,Not fleeing,FALSE
5/24/2016,knife,22,Male,White,Gresham,OR,FALSE,other,Not fleeing,FALSE
8/2/2016,gun,22,Male,White,Lake City,SC,FALSE,attack,Car,FALSE
8/26/2015,toy weapon,22,Male,White,Hendersonville,TN,TRUE,attack,Not fleeing,FALSE
3/5/2016,gun,22,Male,White,Beaumont,TX,TRUE,other,Not fleeing,FALSE
4/17/2016,unarmed,22,Male,White,El Paso,TX,TRUE,other,Not fleeing,FALSE
8/21/2017,knife,22,Male,White,Franklin,WI,TRUE,other,Other,FALSE
2/11/2015,knife,23,Male,Black,San Jose,CA,TRUE,other,Not fleeing,FALSE
8/15/2015,gun,23,Male,Black,Sunnyvale,CA,FALSE,attack,Not fleeing,FALSE
2/25/2017,toy weapon,23,Male,Black,Rocklin,CA,TRUE,attack,Foot,FALSE
7/15/2017,gun,23,Male,Black,Moreno Valley,CA,TRUE,other,Not fleeing,FALSE
3/18/2018,unarmed,23,Male,Black,Sacramento,CA,FALSE,other,Foot,TRUE
7/2/2015,unarmed,23,Male,Black,Jacksonville,FL,FALSE,attack,Foot,FALSE
7/17/2015,unarmed,23,Male,Black,Orlando,FL,FALSE,attack,Foot,FALSE
7/8/2017,knife,23,Male,Black,Crescent City,FL,TRUE,other,Not fleeing,FALSE
3/25/2015,undetermined,23,Male,Black,Smyrna,GA,FALSE,other,Car,TRUE
5/16/2016,gun,23,Male,Black,Riverdale,GA,FALSE,attack,Foot,FALSE
6/29/2017,vehicle,23,Male,Black,Marietta,GA,FALSE,other,Not fleeing,FALSE
6/20/2015,gun,23,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
8/1/2016,gun,23,Female,Black,Randallstown,MD,FALSE,attack,Not fleeing,FALSE
2/3/2015,gun,23,Male,Black,St. Louis,MO,FALSE,attack,Foot,FALSE
4/17/2015,knife,23,Male,Black,Jennings,MO,TRUE,other,Not fleeing,TRUE
11/25/2016,gun,23,Male,Black,Hattiesburg,MS,FALSE,attack,Other,FALSE
11/3/2016,gun,23,Male,Black,Salisbury,NC,FALSE,attack,Not fleeing,FALSE
11/22/2016,gun,23,Male,Black,Newark,NJ,FALSE,attack,Not fleeing,FALSE
2/10/2017,gun,23,Male,Black,Bridgeton,NJ,FALSE,undetermined,Foot,FALSE
4/25/2017,gun,23,Male,Black,Newark,NJ,FALSE,other,Car,FALSE
12/31/2015,unarmed,23,Male,Black,Las Vegas,NV,FALSE,other,Not fleeing,TRUE
2/7/2016,gun,23,Male,Black,Columbus,OH,FALSE,other,Other,FALSE
6/6/2016,gun,23,Male,Black,Columbus,OH,FALSE,attack,Not fleeing,FALSE
3/13/2017,vehicle,23,Male,Black,Euclid,OH,FALSE,other,,TRUE
10/20/2017,gun,23,Male,Black,Moraine,OH,TRUE,attack,Not fleeing,FALSE
10/29/2017,vehicle,23,Male,Black,King of Prussia,PA,FALSE,other,Not fleeing,FALSE
10/11/2015,gun,23,Male,Black,Taylors,SC,FALSE,attack,Not fleeing,FALSE
6/20/2016,gun,23,Male,Black,Hardeeville,SC,FALSE,attack,Not fleeing,FALSE
1/10/2017,unarmed,23,Male,Black,Reagan,TN,FALSE,attack,Not fleeing,FALSE
2/1/2017,vehicle,23,Male,Black,Arlington,TX,FALSE,attack,Car,FALSE
7/4/2015,gun,23,Male,Black,Newport News,VA,FALSE,attack,Foot,FALSE
8/13/2016,gun,23,Male,Black,Milwaukee,WI,FALSE,other,Foot,TRUE
7/1/2017,gun,23,Male,Hispanic,Glendale,AZ,FALSE,other,Not fleeing,TRUE
1/11/2015,gun,23,Male,Hispanic,South Gate,CA,FALSE,attack,Not fleeing,FALSE
3/27/2015,toy weapon,23,Male,Hispanic,Bakersfield,CA,FALSE,attack,Car,FALSE
11/29/2015,gun,23,Male,Hispanic,Bakersfield,CA,FALSE,attack,Foot,FALSE
12/24/2015,knife,23,Male,Hispanic,Porterville,CA,FALSE,other,Not fleeing,FALSE
3/11/2016,gun,23,Male,Hispanic,Newark,CA,FALSE,attack,Foot,FALSE
3/16/2016,unarmed,23,Male,Hispanic,Florence,CA,TRUE,other,Not fleeing,FALSE
9/1/2016,gun,23,Male,Hispanic,Florence,CA,FALSE,other,Foot,FALSE
11/28/2016,gun,23,Male,Hispanic,Los Angeles,CA,FALSE,undetermined,Foot,FALSE
3/10/2016,vehicle,23,Male,Hispanic,Colorado City,CO,FALSE,attack,Car,FALSE
11/8/2016,gun,23,Male,Hispanic,Denver,CO,FALSE,attack,Other,FALSE
2/4/2017,unarmed,23,Male,Hispanic,Moultrie,GA,FALSE,other,Not fleeing,FALSE
1/3/2015,unarmed,23,Male,Hispanic,Wichita,KS,FALSE,other,Not fleeing,FALSE
7/13/2015,vehicle,23,Male,Hispanic,Lynn,MA,FALSE,attack,Not fleeing,FALSE
9/26/2015,gun,23,Male,Hispanic,Lovington,NM,FALSE,attack,Not fleeing,FALSE
2/20/2016,gun,23,Male,Hispanic,Albuquerque,NM,FALSE,attack,Foot,FALSE
11/17/2017,unarmed,23,Male,Hispanic,Albuquerque,NM,FALSE,other,Car,FALSE
2/17/2018,vehicle,23,Male,Hispanic,Las Cruces,NM,FALSE,other,Car,FALSE
2/27/2016,gun,23,Male,Hispanic,San Antonio,TX,FALSE,attack,Car,TRUE
10/30/2016,gun,23,Male,Hispanic,Corpus Christi,TX,FALSE,attack,Not fleeing,FALSE
1/1/2017,gun,23,Male,Hispanic,Houston,TX,FALSE,attack,Foot,FALSE
2/19/2018,gun,23,Male,Hispanic,Austin,TX,TRUE,attack,Other,FALSE
4/1/2018,knife,23,Male,Hispanic,Brownsville,TX,TRUE,other,Not fleeing,FALSE
10/21/2016,gun,23,Female,Unknown,Muckleshoot Indian Reservation,WA,TRUE,other,Not fleeing,FALSE
7/16/2015,gun,23,Male,Unknown,Cheyenne,WY,FALSE,attack,Not fleeing,FALSE
7/12/2016,hatchet,23,Male,White,Anchorage,AK,TRUE,attack,Not fleeing,FALSE
5/25/2017,gun,23,Male,White,Fairbanks,AK,FALSE,attack,Car,FALSE
9/12/2015,undetermined,23,Male,White,Sylacauga,AL,FALSE,undetermined,Other,FALSE
2/13/2015,vehicle,23,Male,White,San Bernardino,CA,FALSE,attack,Car,FALSE
9/21/2015,gun,23,Female,White,Sand City,CA,FALSE,attack,Not fleeing,FALSE
3/13/2017,knife,23,Male,White,Napa,CA,TRUE,other,Not fleeing,FALSE
6/30/2017,unarmed,23,Male,White,Loveland,CO,FALSE,attack,Foot,FALSE
9/20/2016,unknown weapon,23,Male,White,Mashantucket,CT,FALSE,other,Not fleeing,FALSE
3/10/2015,knife,23,Male,White,Port Wentworth,GA,FALSE,attack,Not fleeing,TRUE
4/6/2015,gun,23,Male,White,Indianapolis,IN,TRUE,attack,Not fleeing,FALSE
8/8/2017,gun,23,Male,White,Junction City,KS,TRUE,attack,Not fleeing,FALSE
3/19/2016,gun,23,Male,White,White Plains,KY,FALSE,attack,Other,FALSE
11/9/2017,unarmed,23,Female,White,Flatwoods,KY,FALSE,other,Car,FALSE
12/1/2015,gun,23,Male,White,Bangor,ME,FALSE,attack,Foot,FALSE
1/20/2018,knife,23,Male,White,Fairmont,MN,FALSE,other,Not fleeing,FALSE
4/12/2018,gun,23,Male,White,Lake Elmo,MN,TRUE,undetermined,Not fleeing,FALSE
11/25/2015,knife,23,Male,White,Springfield,MO,FALSE,attack,Not fleeing,FALSE
5/9/2016,unarmed,23,Male,White,St. Martin,MS,FALSE,attack,Not fleeing,FALSE
9/21/2016,unarmed,23,Male,White,Louisville,NE,FALSE,other,Not fleeing,FALSE
9/4/2015,knife,23,Male,White,Merrimack,NH,TRUE,other,Not fleeing,FALSE
6/1/2015,gun,23,Male,White,Greece,NY,TRUE,attack,Other,FALSE
1/6/2017,knife,23,Male,White,Sharon,PA,TRUE,other,Not fleeing,FALSE
8/28/2015,gun,23,Male,White,Longview,TX,FALSE,attack,Not fleeing,FALSE
10/14/2016,baseball bat,23,Male,White,Beaumont,TX,FALSE,attack,Not fleeing,FALSE
7/15/2017,gun,23,Male,White,Arlington,TX,FALSE,attack,Foot,FALSE
6/12/2016,knife,23,Male,White,Eagle Mountain,UT,TRUE,other,Not fleeing,FALSE
9/20/2015,gun,23,Male,White,Harrisonburg,VA,FALSE,attack,Not fleeing,TRUE
7/25/2017,ax,23,Male,White,Richmond,VA,TRUE,other,Foot,FALSE
3/23/2015,gun,24,Male,Black,Santa Clara,CA,FALSE,attack,Not fleeing,FALSE
12/21/2016,gun,24,Male,Black,Coalinga,CA,FALSE,attack,Not fleeing,FALSE
5/11/2016,gun,24,Male,Black,Greeley,CO,FALSE,attack,Car,FALSE
5/25/2016,vehicle,24,Male,Black,Miami Gardens,FL,FALSE,other,Car,FALSE
1/26/2017,gun,24,Male,Black,Atlanta,GA,FALSE,other,Car,TRUE
1/23/2018,gun,24,Male,Black,Chatham County,GA,FALSE,attack,,FALSE
11/29/2017,gun,24,Male,Black,Chicago,IL,FALSE,other,,TRUE
8/28/2017,undetermined,24,Male,Black,Newton,KS,TRUE,attack,Car,TRUE
10/8/2017,gun,24,Male,Black,Louisville,KY,FALSE,other,Not fleeing,TRUE
5/21/2017,unarmed,24,Male,Black,Converse,LA,FALSE,attack,Not fleeing,FALSE
11/13/2017,unarmed,24,Male,Black,Baton Rouge,LA,FALSE,attack,Foot,TRUE
8/19/2015,gun,24,Male,Black,Bloomfield Township,MI,FALSE,attack,Car,FALSE
12/24/2015,gun,24,Male,Black,Lansing,MI,FALSE,attack,Not fleeing,FALSE
1/15/2016,gun,24,Male,Black,Southfield,MI,FALSE,attack,Not fleeing,FALSE
1/14/2015,vehicle,24,Male,Black,St. Paul,MN,FALSE,attack,Not fleeing,FALSE
11/15/2015,unarmed,24,Male,Black,Minneapolis,MN,FALSE,undetermined,Not fleeing,FALSE
11/4/2017,gun,24,Male,Black,Columbus,MS,FALSE,other,Not fleeing,TRUE
2/29/2016,gun,24,Male,Black,Raleigh,NC,FALSE,attack,Foot,FALSE
8/29/2016,gun,24,Male,Black,Raleigh,NC,FALSE,attack,Foot,FALSE
2/15/2017,gun,24,Male,Black,Durham,NC,FALSE,attack,Foot,FALSE
11/24/2015,gun,24,Male,Black,Camden,NJ,FALSE,attack,Not fleeing,FALSE
8/24/2017,gun,24,Male,Black,Orange,NJ,FALSE,other,Foot,FALSE
4/25/2015,unarmed,24,Male,Black,New York,NY,TRUE,attack,Foot,FALSE
6/25/2017,gun,24,Male,Black,Oklahoma City,OK,FALSE,attack,Not fleeing,TRUE
7/1/2015,vehicle,24,Male,Black,McMinnville,OR,FALSE,attack,Foot,FALSE
5/10/2017,knife,24,Male,Black,Portland,OR,TRUE,other,Foot,FALSE
3/13/2016,gun,24,Male,Black,Chester,PA,FALSE,attack,Not fleeing,FALSE
3/24/2016,toy weapon,24,Male,Black,Pawtucket,RI,FALSE,attack,Foot,FALSE
8/8/2015,gun,24,Male,Black,Summerville,SC,FALSE,attack,Car,FALSE
12/12/2015,gun and knife,24,Male,Black,Chattanooga,TN,FALSE,attack,Not fleeing,FALSE
10/30/2015,gun,24,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
2/13/2016,unarmed,24,Male,Black,Beckville,TX,FALSE,other,Other,FALSE
4/28/2016,vehicle,24,Male,Black,Houston,TX,FALSE,other,Car,FALSE
5/7/2017,gun,24,Male,Black,Austin,TX,FALSE,attack,Foot,FALSE
12/19/2015,gun,24,Male,Black,Concord,VA,FALSE,attack,,FALSE
10/17/2017,vehicle,24,Male,Black,Hampton,VA,FALSE,other,Not fleeing,FALSE
12/5/2017,gun,24,Male,Black,Bassett,VA,FALSE,attack,Not fleeing,FALSE
7/5/2016,knife,24,Female,Hispanic,Yuma,AZ,FALSE,other,Not fleeing,FALSE
3/23/2017,knife,24,Male,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
1/17/2015,gun,24,Male,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
6/21/2015,unarmed,24,Male,Hispanic,Azusa,CA,TRUE,other,Not fleeing,FALSE
1/17/2016,knife,24,Male,Hispanic,North Hills,CA,FALSE,other,Not fleeing,FALSE
7/27/2016,knife,24,Male,Hispanic,San Bernardino,CA,TRUE,other,Not fleeing,FALSE
3/9/2017,knife,24,Male,Hispanic,Santa Clara,CA,TRUE,other,,FALSE
5/16/2017,gun,24,Male,Hispanic,Tustin,CA,TRUE,attack,Not fleeing,FALSE
7/5/2017,unarmed,24,Male,Hispanic,Vista,CA,FALSE,undetermined,Foot,FALSE
10/1/2017,vehicle,24,Male,Hispanic,Hialeah,FL,FALSE,attack,Car,FALSE
10/27/2016,undetermined,24,Male,Hispanic,Elberton,GA,FALSE,attack,Foot,FALSE
7/9/2017,gun,24,Male,Hispanic,Chicago,IL,FALSE,attack,Foot,FALSE
6/21/2016,chair,24,Male,Hispanic,Lawndale,NC,TRUE,attack,Not fleeing,FALSE
5/21/2015,knife,24,Male,Hispanic,Hackensack,NJ,TRUE,other,Not fleeing,FALSE
7/19/2017,knife,24,Male,Hispanic,Santa Fe,NM,TRUE,other,Not fleeing,TRUE
1/6/2018,pole and knife,24,Male,Hispanic,Albuquerque,NM,FALSE,other,Not fleeing,FALSE
8/7/2015,sharp object,24,Male,Hispanic,Las Vegas,NV,TRUE,other,Not fleeing,TRUE
2/23/2017,gun,24,Male,Hispanic,Reno,NV,FALSE,other,Foot,FALSE
1/26/2015,unarmed,24,Male,Hispanic,Tahoka,TX,FALSE,other,Car,FALSE
7/17/2015,undetermined,24,Male,Hispanic,Brownsville,TX,FALSE,other,Other,FALSE
9/21/2015,gun,24,Male,Hispanic,Dallas,TX,TRUE,attack,Not fleeing,FALSE
10/14/2016,gun,24,Male,Hispanic,Oak Cliff,TX,FALSE,attack,Not fleeing,FALSE
11/20/2016,gun,24,Male,Hispanic,San Antonio,TX,FALSE,attack,Not fleeing,FALSE
7/16/2015,gun,24,Male,Other,Chattanooga,TN,TRUE,attack,Not fleeing,FALSE
3/20/2015,gun,24,Male,Unknown,Red Valley,AZ,FALSE,attack,Car,FALSE
11/18/2017,vehicle,24,Male,Unknown,Billings,MT,FALSE,attack,Car,FALSE
4/14/2017,knife,24,Male,Unknown,Mandan,ND,FALSE,other,Not fleeing,FALSE
6/24/2017,vehicle,24,Male,White,Deer Park,AL,FALSE,other,Not fleeing,FALSE
8/10/2015,vehicle,24,Male,White,Gilbert,AZ,FALSE,other,Not fleeing,FALSE
2/4/2016,knife,24,Male,White,Mesa,AZ,TRUE,other,Not fleeing,TRUE
4/23/2016,gun,24,Male,White,Chandler,AZ,TRUE,attack,Not fleeing,FALSE
7/27/2016,knife,24,Male,White,Scottsdale,AZ,FALSE,other,Foot,TRUE
3/17/2015,vehicle,24,Female,White,San Francisco,CA,TRUE,other,Not fleeing,FALSE
7/13/2015,gun,24,Male,White,Dunsmuir,CA,FALSE,attack,Car,FALSE
12/17/2015,gun,24,Male,White,Modesto,CA,FALSE,attack,Other,FALSE
5/3/2017,gun,24,Male,White,San Jose,CA,TRUE,attack,Not fleeing,FALSE
5/31/2017,vehicle,24,Male,White,Hesperia,CA,FALSE,attack,,FALSE
7/19/2017,gun,24,Male,White,Fair Oaks,CA,FALSE,attack,Not fleeing,FALSE
12/10/2017,knife,24,Male,White,Point Loma,CA,FALSE,other,,FALSE
6/30/2016,gun,24,Male,White,Park County,CO,FALSE,attack,Not fleeing,FALSE
11/11/2016,vehicle,24,Male,White,Grand Junction,CO,FALSE,attack,Car,FALSE
7/21/2015,gun,24,Male,White,Oakland Park,FL,FALSE,other,Car,FALSE
3/27/2018,unarmed,24,Male,White,Midway,FL,FALSE,attack,Other,FALSE
8/13/2017,gun,24,Male,White,Habersham,GA,FALSE,other,Not fleeing,FALSE
7/12/2015,gun,24,Male,White,River Forest,IL,FALSE,attack,Not fleeing,FALSE
6/13/2017,gun,24,Male,White,Jerseyville,IL,FALSE,attack,Foot,FALSE
9/24/2017,gun,24,Male,White,New Castle,IN,FALSE,attack,Foot,FALSE
12/11/2016,gun,24,Male,White,Medicine Lodge,KS,FALSE,attack,Not fleeing,FALSE
5/26/2015,undetermined,24,Male,White,Bossier City,LA,FALSE,attack,Not fleeing,FALSE
3/19/2016,undetermined,24,Male,White,Covington,LA,FALSE,undetermined,Car,FALSE
1/15/2015,gun,24,Male,White,Bloomington,MN,TRUE,attack,Not fleeing,FALSE
6/16/2017,unarmed,24,Female,White,Water Valley,MS,FALSE,other,Car,FALSE
3/17/2015,gun,24,Male,White,Dublin,NC,FALSE,attack,Foot,FALSE
4/26/2016,gun,24,Female,White,Albuquerque,NM,TRUE,attack,Car,FALSE
4/22/2017,knife,24,Male,White,Hamilton,OH,TRUE,other,Not fleeing,FALSE
5/24/2017,unarmed,24,Male,White,Canton,OH,TRUE,attack,Not fleeing,TRUE
8/5/2017,gun,24,Male,White,New Straitsville,OH,FALSE,attack,Not fleeing,FALSE
5/27/2015,toy weapon,24,Male,White,Edmond,OK,TRUE,attack,Not fleeing,FALSE
11/21/2015,unarmed,24,Male,White,Colbert,OK,FALSE,attack,Foot,FALSE
2/28/2015,gun,24,Male,White,Pelzer,SC,FALSE,attack,Not fleeing,FALSE
8/12/2015,gun,24,Male,White,Odessa,TX,FALSE,attack,Not fleeing,FALSE
12/5/2015,gun,24,Male,White,Irving,TX,FALSE,attack,Foot,FALSE
2/16/2015,toy weapon,24,Male,White,Provo,UT,TRUE,attack,Not fleeing,FALSE
11/30/2015,vehicle,25,Male,Asian,Aurora,CO,FALSE,attack,Car,FALSE
5/16/2017,knife,25,Male,Black,Tempe,AZ,FALSE,other,,FALSE
7/16/2015,metal hand tool,25,Male,Black,Moreno Valley,CA,TRUE,other,Not fleeing,FALSE
3/17/2017,knife,25,Male,Black,Chico,CA,TRUE,other,Not fleeing,FALSE
12/21/2015,gun,25,Male,Black,Aurora,CO,FALSE,attack,Not fleeing,FALSE
11/10/2017,gun,25,Male,Black,Denver,CO,FALSE,other,Foot,FALSE
2/15/2015,unarmed,25,Male,Black,Miami Gardens,FL,TRUE,other,Not fleeing,FALSE
11/18/2015,unknown weapon,25,Male,Black,Opa-Locka,FL,FALSE,other,Not fleeing,FALSE
5/1/2016,toy weapon,25,Male,Black,Orlando,FL,FALSE,attack,Not fleeing,FALSE
11/18/2016,machete,25,Male,Black,Port St. Lucie,FL,TRUE,other,Not fleeing,FALSE
5/9/2017,gun,25,Male,Black,Jacksonville,FL,TRUE,attack,Not fleeing,FALSE
8/18/2017,gun,25,Male,Black,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE
4/29/2015,gun,25,Female,Black,Atlanta,GA,FALSE,attack,Not fleeing,FALSE
10/27/2015,gun,25,Male,Black,Savannah,GA,FALSE,attack,Not fleeing,TRUE
11/18/2016,gun,25,Male,Black,Ludowici,GA,FALSE,attack,Not fleeing,FALSE
9/12/2016,knife,25,Male,Black,Cedar Rapids,IA,FALSE,attack,Not fleeing,FALSE
7/10/2015,gun,25,Male,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE
2/8/2017,unarmed,25,Male,Black,Chicago,IL,FALSE,other,Foot,FALSE
9/20/2017,gun,25,Male,Black,Peoria,IL,TRUE,other,Not fleeing,FALSE
12/12/2015,knife,25,Male,Black,Indianapolis,IN,TRUE,attack,Not fleeing,FALSE
9/14/2015,gun,25,Male,Black,Princeton,KY,FALSE,attack,Car,FALSE
4/6/2015,gun,25,Male,Black,Harvey,LA,FALSE,attack,Foot,FALSE
1/23/2017,knife,25,Male,Black,Kenner,LA,TRUE,other,Not fleeing,FALSE
3/3/2015,gun,25,Male,Black,Salisbury,MD,FALSE,attack,Not fleeing,FALSE
5/23/2015,gun,25,Male,Black,Detroit,MI,FALSE,attack,Not fleeing,FALSE
9/7/2016,gun,25,Male,Black,Wyoming,MI,FALSE,attack,Not fleeing,FALSE
11/30/2016,gun,25,Male,Black,Kansas City,MO,FALSE,other,Not fleeing,FALSE
8/7/2015,gun,25,Male,Black,Greenville,NC,FALSE,attack,Not fleeing,FALSE
2/10/2017,gun,25,Male,Black,Greensboro,NC,FALSE,attack,Other,TRUE
11/9/2017,gun,25,Male,Black,Salisbury,NC,FALSE,attack,Car,FALSE
9/3/2016,undetermined,25,Male,Black,Atlantic City,NJ,FALSE,undetermined,Foot,FALSE
8/29/2015,gun,25,Male,Black,North Las Vegas,NV,FALSE,attack,Foot,FALSE
6/19/2016,gun,25,Male,Black,New York,NY,FALSE,attack,Not fleeing,FALSE
10/15/2015,gun,25,Male,Black,Columbus,OH,FALSE,attack,Not fleeing,FALSE
6/30/2016,gun,25,Male,Black,Columbus,OH,FALSE,undetermined,,FALSE
8/7/2016,knife,25,Male,Black,Cincinnati,OH,TRUE,attack,Not fleeing,FALSE
7/26/2017,vehicle,25,Male,Black,Dayton,OH,FALSE,attack,Car,FALSE
2/6/2015,gun,25,Male,Black,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
2/25/2018,knife,25,Male,Black,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
9/17/2016,gun,25,Male,Black,Philadelphia,PA,FALSE,attack,Foot,FALSE
11/15/2016,vehicle,25,Male,Black,York County,PA,FALSE,other,Car,FALSE
12/27/2017,vehicle,25,Male,Black,Philadelphia,PA,FALSE,attack,Car,FALSE
1/22/2015,toy weapon,25,Male,Black,Sierra Blanca,TX,FALSE,attack,Car,FALSE
10/30/2015,gun,25,Male,Black,Houston,TX,FALSE,other,Foot,FALSE
10/26/2016,gun,25,Male,Black,Carrollton,TX,FALSE,other,Not fleeing,FALSE
2/28/2017,gun,25,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
3/11/2016,gun,25,Male,Black,Norfolk,VA,FALSE,attack,Not fleeing,TRUE
3/19/2016,toy weapon,25,Female,Black,Norfolk,VA,FALSE,attack,Not fleeing,FALSE
7/17/2017,gun,25,Female,Black,Norfolk,VA,FALSE,attack,Not fleeing,FALSE
6/23/2016,gun,25,Male,Black,Wauwatosa,WI,FALSE,other,Not fleeing,TRUE
3/30/2016,gun,25,Male,Hispanic,Glendale,AZ,FALSE,undetermined,Not fleeing,FALSE
8/16/2016,unarmed,25,Male,Hispanic,Tucson,AZ,FALSE,attack,Not fleeing,FALSE
4/20/2017,vehicle,25,Male,Hispanic,Glendale,AZ,FALSE,other,Car,FALSE
3/11/2015,vehicle,25,Male,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
11/11/2015,gun,25,Male,Hispanic,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
11/13/2015,undetermined,25,Male,Hispanic,Jurupa Valley,CA,FALSE,undetermined,,FALSE
9/12/2016,unarmed,25,Male,Hispanic,Colton,CA,FALSE,other,Car,FALSE
1/27/2017,gun,25,Male,Hispanic,Alhambra,CA,TRUE,attack,Not fleeing,TRUE
4/28/2017,gun,25,Male,Hispanic,San Mateo,CA,FALSE,attack,Not fleeing,FALSE
7/27/2017,blunt object,25,Male,Hispanic,Avenal,CA,FALSE,attack,Not fleeing,FALSE
10/31/2017,knife,25,Male,Hispanic,Sunnyvale,CA,FALSE,attack,Not fleeing,FALSE
3/22/2016,pick-axe,25,Male,Hispanic,Miami,FL,TRUE,other,Not fleeing,FALSE
5/26/2016,gun,25,Male,Hispanic,Socorro,NM,FALSE,attack,Car,FALSE
3/2/2017,gun,25,Male,Hispanic,Reno,NV,FALSE,attack,Not fleeing,FALSE
8/1/2017,gun,25,Male,Hispanic,Las Vegas,NV,TRUE,attack,Not fleeing,TRUE
4/20/2015,gun,25,Male,Hispanic,Mission,TX,FALSE,other,Not fleeing,FALSE
